first_name,last_name,email,birth_date,country,gpa,major,iq,registrations
Vinnie,Rosenstiel,vrosenstielnr@unicef.org,7/3/1934,Russia,2.28,Political Science,115,"[{'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Intro to College English'}]"
Elizabeth,Hakonsson,ehakonssonns@dyndns.org,5/26/1995,Russia,3.66,Sociology,99,"[{'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 90, 'course': 'World Views'}, {'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Literary Genres'}, {'grade_type': 'A_THROU_F', 'point_percent': 84, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Physical Activity and Autonomy'}]"
Patsy,Capnerhurst,pcapnerhurstnt@posterous.com,8/29/1934,China,2.76,Pre-Med,96,"[{'grade_type': 'AUDIT', 'point_percent': 87, 'course': 'World Views'}, {'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 86, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Post-Classical History'}]"
Emlynne,Flipsen,eflipsennu@blogger.com,7/9/1951,Panama,3.26,Computer Science,96,"[{'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Post-Classical History'}]"
Kennan,Hurrion,khurrionnv@fc2.com,11/1/1956,Palestinian Territory,3.99,Political Science,106,"[{'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 97, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'Sacred Writing'}]"
Lutero,Keeffe,lkeeffenw@marketwatch.com,9/28/1936,Bhutan,2.9,Sociology,92,"[{'grade_type': 'A_THROU_F', 'point_percent': 99, 'course': 'Applied Ethics in Humanities'}]"
Gussie,Witherington,gwitheringtonnx@weebly.com,8/3/1942,United States,3.09,Philosophy,121,"[{'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 86, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Intro to College English'}]"
Wynne,Fleury,wfleuryny@flickr.com,1/8/1992,Russia,2.64,Mathematics,101,"[{'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Literary Themes'}, {'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Knowledge'}]"
Marijo,Bullene,mbullenenz@delicious.com,10/25/1999,Russia,2.78,Philosophy,109,"[{'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Sacred Writing'}]"
Jamima,Kopisch,jkopischo0@storify.com,9/24/1966,Philippines,2.71,Philosophy,87,"[{'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 77, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Nanny,Sorton,nsortono1@dropbox.com,4/25/1985,Peru,3.72,Education,123,"[{'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Modern History-19th and 20th Centuries'}]"
Vergil,Duffitt,vduffitto2@zdnet.com,6/28/1951,Canada,2.4,Education,124,"[{'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Principles of Mathematics and Logic'}]"
Carma,Ciobutaru,cciobutaruo3@unicef.org,4/27/1934,Ukraine,2.44,Sociology,127,"[{'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'Post-Classical History'}]"
Edyth,Pithcock,epithcocko4@businessinsider.com,3/26/1969,Indonesia,3.13,Philosophy,116,"[{'grade_type': 'A_THROU_F', 'point_percent': 99, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Intro to College English'}]"
Carleton,Geeve,cgeeveo5@naver.com,6/21/1928,Colombia,2.56,Communications,97,"[{'grade_type': 'AUDIT', 'point_percent': 95, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'World Views'}]"
Etan,Lobb,elobbo6@google.co.jp,2/9/1948,Poland,2.15,Pre-Med,115,"[{'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Literary Genres'}, {'grade_type': 'A_THROU_F', 'point_percent': 84, 'course': 'Sacred Writing'}]"
Morissa,di Rocca,mdiroccao7@sitemeter.com,6/19/1982,Cameroon,3.05,Economics,123,"[{'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Knowledge'}, {'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'Literary Themes'}]"
Elroy,Trubshawe,etrubshaweo8@princeton.edu,12/12/1980,Indonesia,2.4,Economics,116,"[{'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Science: History and Methodology'}]"
Claudell,Maker,cmakero9@deliciousdays.com,9/20/1927,Guinea,3.86,Philosophy,119,"[{'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Literary Themes'}]"
Dario,Bucktrout,dbucktroutoa@time.com,9/12/1979,Sweden,1.65,Communications,82,"[{'grade_type': 'AUDIT', 'point_percent': 87, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Physical Activity and Autonomy'}]"
Antonia,Rodnight,arodnightob@youtu.be,5/1/1946,Indonesia,1.6,Anthropology,109,"[{'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 78, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Modern History-19th and 20th Centuries'}]"
Bail,Penelli,bpenellioc@google.pl,1/20/1985,China,2.02,Business,126,"[{'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Modern Philosophy'}]"
Cos,Syrie,csyrieod@cmu.edu,12/23/1966,Kazakhstan,2.83,Pre-Med,121,"[{'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'World Views'}, {'grade_type': 'A_THROU_F', 'point_percent': 94, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 79, 'course': 'Modern Philosophy'}]"
Jaquenetta,Farmloe,jfarmloeoe@scribd.com,8/20/1936,Indonesia,3.45,Philosophy,91,"[{'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Intro to College English'}, {'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Modern Philosophy'}]"
Shurlocke,Huntress,shuntressof@1und1.de,6/11/1954,Poland,1.75,Philosophy,125,"[{'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Cherlyn,Thunderchief,cthunderchiefog@unicef.org,3/30/1983,China,3.35,Sociology,99,"[{'grade_type': 'PASS_FAIL', 'point_percent': 79, 'course': 'Modern Philosophy'}]"
Rosana,Lurner,rlurneroh@java.com,11/2/1926,Costa Rica,3.62,Computer Science,108,"[{'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'A_THROU_F', 'point_percent': 87, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 78, 'course': 'World Views'}]"
Jehu,Pyne,jpyneoi@dailymail.co.uk,3/12/1991,Greece,2.22,Pre-Med,86,"[{'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Literary Themes'}]"
Seana,Reilingen,sreilingenoj@de.vu,9/26/1967,Poland,3.65,Business,105,"[{'grade_type': 'A_THROU_F', 'point_percent': 90, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Modern Philosophy'}]"
Jocelyne,Hirsthouse,jhirsthouseok@example.com,5/9/1942,Nigeria,2.22,Political Science,96,"[{'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 95, 'course': 'Applied Ethics in Humanities'}]"
Opalina,Phillott,ophillottol@amazon.com,11/2/1929,Indonesia,3.77,Philosophy,105,"[{'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'World Views'}, {'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 87, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Literary Themes'}]"
Mallory,Chansonne,mchansonneom@sakura.ne.jp,11/13/1965,France,3.82,Philosophy,99,"[{'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Science: History and Methodology'}]"
Giusto,Cock,gcockon@theatlantic.com,5/5/1942,Argentina,2.78,Education,115,"[{'grade_type': 'A_THROU_F', 'point_percent': 96, 'course': 'Modern Philosophy'}]"
Rupert,Weare,rweareoo@a8.net,2/9/1928,China,3.39,Education,113,"[{'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 95, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 98, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 78, 'course': 'Physical Activity and Autonomy'}]"
Jon,Dani,jdaniop@etsy.com,12/13/1983,China,2.46,American Studies,99,"[{'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'Literary Genres'}, {'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Modern Philosophy'}]"
Thoma,Broadbury,tbroadburyoq@wsj.com,8/12/1948,China,3.22,Economics,90,"[{'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Literary Themes'}, {'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Post-Classical History'}]"
Nanny,Mottershead,nmottersheador@de.vu,2/2/1976,United States,1.91,Pre-Med,108,"[{'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 84, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Post-Classical History'}]"
Cele,Collinge,ccollingeos@edublogs.org,5/3/1923,Russia,1.6,Anthropology,93,"[{'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Principles of Mathematics and Logic'}]"
Kenton,Young,kyoungot@wikimedia.org,5/4/1954,Philippines,1.5,Pre-Med,101,"[{'grade_type': 'AUDIT', 'point_percent': 82, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Sacred Writing'}, {'grade_type': 'A_THROU_F', 'point_percent': 97, 'course': 'Greco-Roman Tradition'}]"
Dallas,Walasik,dwalasikou@godaddy.com,8/25/1939,China,2.1,Computer Science,92,"[{'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Intro to College English'}]"
Sid,Fogt,sfogtov@springer.com,12/21/1996,United States,3.15,Philosophy,89,"[{'grade_type': 'AUDIT', 'point_percent': 95, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Literary Themes'}, {'grade_type': 'A_THROU_F', 'point_percent': 96, 'course': 'Physical Activity and Autonomy'}]"
Janine,Dochon,jdochonow@thetimes.co.uk,7/13/1944,China,2.89,Economics,91,"[{'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 97, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'World Views'}, {'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Applied Ethics in Humanities'}]"
Broderic,Alban,balbanox@typepad.com,1/4/1925,Vietnam,1.65,Anthropology,124,"[{'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Literary Genres'}, {'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Judd,Whitman,jwhitmanoy@scientificamerican.com,6/29/1925,Indonesia,3.44,Business,116,"[{'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 77, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Principles of Mathematics and Logic'}]"
Dinny,Annandale,dannandaleoz@etsy.com,2/4/1951,Peru,1.65,Communications,84,"[{'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 94, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 82, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Marnia,Passe,mpassep0@gizmodo.com,9/28/1921,Indonesia,2.92,American Studies,100,"[{'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 94, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Renaissance to Baroque Art'}]"
Jesse,Bantock,jbantockp1@salon.com,6/5/1975,South Sudan,3.47,Anthropology,88,"[{'grade_type': 'PASS_FAIL', 'point_percent': 86, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 79, 'course': 'Literary Genres'}]"
Odell,Ianniello,oianniellop2@google.com.au,6/4/1974,France,2.01,Pre-Med,128,"[{'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Post-Classical History'}]"
Pennie,Schubert,pschubertp3@slate.com,7/31/1998,Philippines,2.74,Anthropology,99,"[{'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Science: History and Methodology'}]"
Rufe,Stentiford,rstentifordp4@mapy.cz,6/8/1989,Uganda,3.9,Computer Science,115,"[{'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 78, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Evelyn,Killock,ekillockp5@themeforest.net,4/26/1997,China,2.49,Business,85,"[{'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Physical Activity and Autonomy'}]"
Lilyan,Dubs,ldubsp6@reference.com,2/20/1996,Belarus,3.12,Mathematics,125,"[{'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Literary Genres'}, {'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Science: History and Methodology'}]"
Margo,Pomfret,mpomfretp7@toplist.cz,8/3/1987,Japan,1.61,Economics,80,"[{'grade_type': 'PASS_FAIL', 'point_percent': 79, 'course': 'Science: History and Methodology'}]"
Tabatha,McCaffery,tmccafferyp8@github.io,7/12/1983,Philippines,1.62,American Studies,125,"[{'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Ancient Philosophy'}]"
Sukey,Geockle,sgeocklep9@hexun.com,11/12/1946,Nigeria,3.28,Business,129,"[{'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Greco-Roman Tradition'}]"
Alisun,Grayshon,agrayshonpa@uiuc.edu,10/18/1938,Indonesia,1.78,Mathematics,114,"[{'grade_type': 'A_THROU_F', 'point_percent': 84, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Modern Philosophy'}]"
Tedman,Trousdale,ttrousdalepb@addthis.com,12/14/1960,Belarus,3.22,Political Science,116,"[{'grade_type': 'PASS_FAIL', 'point_percent': 88, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 75, 'course': 'World Views'}, {'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Science: History and Methodology'}]"
Lurline,Trotton,ltrottonpc@opensource.org,8/22/1940,Tanzania,2.34,Mathematics,91,"[{'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Modern Philosophy'}]"
Hobard,O'Bradain,hobradainpd@weather.com,12/1/1990,Philippines,3.47,Communications,81,"[{'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 98, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Literary Themes'}]"
Anders,Matysik,amatysikpe@scientificamerican.com,11/13/1943,Ukraine,3.0,Communications,111,"[{'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Applied Ethics in Humanities'}]"
Marice,Cohn,mcohnpf@amazon.de,5/12/1990,Indonesia,3.79,Economics,121,"[{'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'A_THROU_F', 'point_percent': 84, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Literary Genres'}]"
Guillema,Siggery,gsiggerypg@elegantthemes.com,1/30/1951,China,3.23,Business,99,"[{'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 76, 'course': 'Applied Themes in English'}]"
Ollie,Hallowell,ohallowellph@ow.ly,11/14/1945,Portugal,2.62,Anthropology,100,"[{'grade_type': 'A_THROU_F', 'point_percent': 83, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Intro to College English'}, {'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'Physical Activity and Autonomy'}]"
Claybourne,Krale,ckralepi@tiny.cc,4/19/1961,Japan,2.77,Education,85,"[{'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'World Views'}, {'grade_type': 'A_THROU_F', 'point_percent': 97, 'course': 'Greco-Roman Tradition'}]"
Geoff,Balint,gbalintpj@symantec.com,3/14/1935,Honduras,2.03,Computer Science,110,"[{'grade_type': 'PASS_FAIL', 'point_percent': 94, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Applied Ethics in Humanities'}]"
Doll,Carcas,dcarcaspk@baidu.com,1/7/1945,China,3.81,Anthropology,101,"[{'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Ancient Philosophy'}]"
Marjie,Cackett,mcackettpl@mac.com,10/21/1989,Indonesia,1.64,Business,112,"[{'grade_type': 'A_THROU_F', 'point_percent': 94, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 94, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'World Views'}]"
Johna,Polin,jpolinpm@marriott.com,4/25/1971,Denmark,2.16,Anthropology,125,"[{'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Post-Classical History'}]"
Codi,Klesel,ckleselpn@hibu.com,12/9/1956,France,2.13,Economics,92,"[{'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Sacred Writing'}, {'grade_type': 'A_THROU_F', 'point_percent': 97, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Greco-Roman Tradition'}]"
Rosette,Yarnall,ryarnallpo@issuu.com,8/17/1988,Japan,2.24,Pre-Med,98,"[{'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 79, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Principles of Mathematics and Logic'}]"
Payton,Postan,ppostanpp@msn.com,8/9/1986,China,3.05,Anthropology,127,"[{'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 90, 'course': 'Literary Genres'}]"
Duky,Cleaton,dcleatonpq@hc360.com,6/21/1947,Kyrgyzstan,3.32,Business,129,"[{'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Principles of Mathematics and Logic'}]"
